City,Country,DBA,Email,FaxNumber,Id,Name,PhoneNumber,PhysicalState,ProviderId,ProviderUpdatedOn,RemoveReason,RequestType,Status,StreetAddress,UpdatedOn,Website,ZipCode
"Dallas,",US,,YOUTHONTHEMOVE75@YAHOO.COM,,8b6b2ee1-9301-46fa-9f85-84bf3ff86937,Youth on the Move Inc.,+1 214-597-1411,Texas (TX),7e0d264e-86ea-4e74-b308-3e30d7be6175,2025-11-04T14:07:25.46302+00:00,Involuntary Removal,None,Active,944 E. Ledbetter Dr.,2022-04-29T12:29:59.486703+00:00,,75216
Houston,US,,ssnedeker97@gmail.com,,2f2048d6-4e75-4a56-8b40-ae576257dd3f,Your Future CDL LLC,+1 724-531-4681,Pennsylvania (PA),85ecf34c-9558-4aa8-9857-38b21dd62b65,2026-01-14T14:33:10.876283+00:00,Involuntary Removal,None,Active,211 3rd St,2022-06-18T19:10:42.813151+00:00,,15342-1457
Fishers,US,,sam@ydesafety.com,,4e75e736-40b9-4311-97b9-8b996a7baeaf,"Your DOT Experts, LLC ",+1 317-537-2210,Indiana (IN),3aa3d03d-3202-4ac5-b92f-97c0d9e71e9e,2026-01-14T14:09:04.578017+00:00,Involuntary Removal,None,Active,11807 Allisonville Rd,2022-03-31T12:09:28.233783+00:00,https://ydesafety.com,46038
Buena Vista ,US,,trailwest@trailwest.younglife.org,,17b48fca-c0a4-47ad-bb2b-f641cdd0a4a9,Young Life - Trail West Lodge,+1 719-365-2477,Colorado (CO),f77975b8-a906-4857-a350-c51ee1e59ce9,2025-11-04T14:27:36.23445+00:00,Involuntary Removal,None,Active,18800 Trail West Drive ,2022-04-07T19:08:41.074678+00:00,https://trailwest.younglife.org/,81211
Modesto,US,Yosemite Community College District,cartert@yosemite.edu,,13a673ef-69e3-4d76-a170-de8c66b31c5e,Yosemite Community College District,+1 209-575-7723,California (CA),53781691-aaf1-42d7-917d-3b54830fc3a7,2026-01-14T14:17:11.937179+00:00,Involuntary Removal,None,Active,2201 Blue Gum Ave,2024-03-22T14:40:45.1372+00:00,https://www.yosemite.edu/,95358
Rock Hill,US,,ceadmin@yorktech.edu,,1c2edf7c-a20a-45b3-afd6-14297eec2c2c,York Technical College,+1 803-327-8000,South Carolina (SC),d2c2420b-e7eb-4006-829b-5ee32d7d5d25,2025-11-04T14:22:24.863982+00:00,Involuntary Removal,None,Active,452 S. Anderson Road,2021-09-17T19:16:59.91812+00:00,https://www.yorktech.edu/,29730
York,US,Good Time Ice,jarrod@goodtimeice.com,,6f0e4831-28be-4abe-b106-b90447f66231,"YORK ICE CO., INC.",+1 717-848-2639,Pennsylvania (PA),6650d5f3-af63-4123-bd00-908f7a2d5a65,2025-11-04T14:03:52.500403+00:00,Involuntary Removal,None,Active,281 Kings Mill Rd,2022-10-25T21:16:38.949947+00:00,,17401
Redmond,US,,stephanie@yorkbros.com,+1 541-527-1316,47e5dc98-6c82-4c7b-9e05-e66f8fb5fdd8,York Bros Excavation LLC,+1 541-527-1318,Oregon (OR),4a6dc35b-ee79-4f17-bfc1-c7997a0cce15,2025-11-04T13:59:05.360907+00:00,Involuntary Removal,None,Active,242 SW Pumice Ave,2023-08-17T20:21:40.767486+00:00,,97756
York,US,,ahoward@york.k12.sc.us,,410232ef-3445-4ae3-bd98-75d7789802ab,York  School District 1,+1 803-684-1952,South Carolina (SC),e95b6b35-26f6-4903-b51e-b5679511eb97,2025-11-04T14:27:06.619702+00:00,Involuntary Removal,None,Active,1475 E Liberty St,2022-04-07T18:36:31.063679+00:00,,29745-6440
Houston,US,"Lady Aries Express, LLC",ladyariesexpressllc@gmail.com,,a44a7a36-5fed-478c-90d9-d91a03a3103e,Yolvalda N. Jones : Lady Aries Express,+1 281-380-9239,Texas (TX),5354d639-04a9-4858-bbf6-df2f91a5d8aa,2026-01-14T14:17:05.900047+00:00,Involuntary Removal,None,Active,4310 Birchcroft Dr,2022-01-27T20:14:14.035004+00:00,,77088
Sacramento,US,Above and Beyond Trucking School,yogisanwal@yahoo.com,,63af5211-59c5-4710-a9cf-701383c50067,Yogi’s Logistics Inc.,+1 916-500-9075,California (CA),8874f752-9531-4aec-a7b3-5a693371d9a2,2025-11-04T14:08:52.829851+00:00,Involuntary Removal,None,Active,9371 Jackson rd,2022-01-21T16:45:22.378223+00:00,,95826
Louisville,US,YNC TRUCKING SCHOOL,dispatch739@gmail.com,,96866dc6-12a1-4653-81f9-3b671db43933,YNC TRUCKING SCHOOL LLC,+1 502-953-5998,Kentucky (KY),cdf92efb-087d-4fbd-9497-24c43bf1fe7f,2026-01-14T14:55:25.279029+00:00,Involuntary Removal,None,Active,5911 Carmelwood Dr,2025-08-21T11:04:56.826038+00:00,,40229
Belgrade,US,,info@yellowstonestructural.com,,5c2db4e6-8d88-4f7f-96a3-1e0c88b7258b,Yellowstone Structural Systems,+1 406-587-2903,Montana (MT),4cdae7f9-263b-49b9-af36-563aa20e610c,2026-01-14T14:15:13.532473+00:00,Involuntary Removal,None,Active,77 Riverway Rd,2024-03-20T13:09:52.936915+00:00,,59714
Big Sky,US,,michelle.jones@yellowstoneclub.com,,afa91c10-b12c-45ea-a1ee-9ed7edf4b0af,Yellowstone Mountain Club,+1 406-995-4900,Montana (MT),16187c22-3253-4d91-965d-d22f1931b386,2026-01-14T13:56:55.618438+00:00,Involuntary Removal,None,Active,1 Yellowstone Club Trail,2023-05-09T18:37:56.042428+00:00,,59716
Miles City,US,,raem@yecllcmt.com,,9de61ef6-467a-46a4-babe-782835c5464e,Yellowstone Environmental Contracting LLC,+1 406-853-0068,Montana (MT),4f790601-cd11-41bc-acd8-faa9b05b8e29,2025-11-17T17:51:13.278838+00:00,Voluntary Removal,None,Active,2018 Valley Dr E,2024-03-15T17:26:56.237542+00:00,,59301-2769
Overland Park,US,,Rocky.Whaley@myyellow.com,,388aff1e-9966-4a48-9df7-126ea32f2aec,Yellow Corporation,+1 616-402-0345,Kansas (KS),cc684b1e-81ab-4285-b382-cc0ebb6a4877,2026-01-14T14:54:55.887993+00:00,Involuntary Removal,None,Active,10990 Roe Ave,2021-08-31T10:31:29.954967+00:00,,66211
Mahopac,US,Yellow  Consulting and Training,Busboss2017@gmail.com,,9e33753e-ce5d-4da0-9948-f9e0c3584d05,Yellow Bus Consulting and Training,+1 845-654-0521,New York (NY),d0ddd264-cd6d-4784-80e6-917adaca734e,2025-11-04T14:21:24.554987+00:00,Involuntary Removal,None,Active,227 Brook rd,2022-02-16T12:28:01.440641+00:00,,10541
Hempstead,US,,pemoses@gmail.com,,e6159abb-e1e3-4387-9001-cf2b7b6c45a9,YCDI Driving Instruction  Inc.,+1 516-659-7028,New York (NY),4ec02e19-0994-4f1f-8ba7-627e80f96550,2026-01-14T14:15:48.010728+00:00,Involuntary Removal,None,Active,369 Peninsula Blvd,2023-01-30T17:13:14.615283+00:00,,11550-4924
Yarmouth,US,Yarmouth Boat Yard,servicemanager@ybyboats.com,,74c71325-6d9f-421a-a780-45385132b2b9,YBY Acquisitions LLC,+1 207-846-9050,Maine (ME),c38dc9d5-05a2-4cd7-89b2-ea1a995e9646,2025-11-04T14:19:50.200079+00:00,Involuntary Removal,None,Active,72 Lafayette St,2022-10-25T21:12:11.956431+00:00,https://www.yarmouthboatyard.com,04096-6780
Southington,US,,Charles.Taylor@yarde.com,,f7d4458c-9acd-40e7-a515-5b9f95689f5b,Yarde Metals,+1 860-384-1215,Connecticut (CT),9ad0198d-85ff-4c6e-b9db-1d326d0014fe,2025-11-04T14:12:38.472103+00:00,Involuntary Removal,None,Active,45 Newell St,2022-09-16T15:43:00.065708+00:00,,06489-1424
Rensselaer,US,,jadams@yankeetrails.com,+1 518-704-4339,60362b05-68d3-4858-875c-41013c24e700,"Yankee Trails, Inc.",+1 518-286-1800,New York (NY),8707ba5a-b38a-42af-92d7-95c1360b2935,2025-11-18T19:52:33.277486+00:00,Involuntary Removal,None,Active,569 3rd Avenue Extension,2024-03-15T18:58:15.82384+00:00,https://www.yankeetrails.com,12144
MURFREESBORO,US,,yanceytransportllc@gmail.com,,53302807-90c0-4f98-9d50-4b4283bfadb7,"Yancey Transport, LLC",+1 931-980-7849,Tennessee (TN),545831e5-3f83-4c67-90dc-1397b6b1c135,2025-11-04T14:00:54.969616+00:00,Involuntary Removal,None,Active,640 RAMBUSH DR,2021-09-28T23:57:52.179552+00:00,,37128
Kalaheo,US,,yamabus@gmail.com,,eaa44f07-62e6-4701-a845-c92a561b4187,"Yamaguchi Bus Service, Inc.",+1 808-212-1570,Hawaii (HI),21cc402f-8656-4e62-991b-77c607d4e726,2026-01-14T14:00:39.206378+00:00,Involuntary Removal,None,Active,4011 Papalina Rd,2022-05-03T12:45:49.696694+00:00,,96741
Yale,US,,jroffe@ypsd.us,+1 810-387-9074,29b3d54e-51fb-42ef-a062-0808079561f3,Yale Public Schools,+1 810-387-3231,Michigan (MI),29d015e1-a19c-432e-afb5-5dad376e4969,2025-10-22T17:51:24.626163+00:00,Voluntary Removal,None,Active,198 School Drive,2024-01-12T18:39:49.54502+00:00,,48097
Yakima,US,"Yakima Waste Systems, Inc",troyh@wcnx.org,,15115d15-2477-4732-b151-8c78b6a15bf2,"Yakima Waste Systems, Inc",+1 509-248-4213,Washington (WA),b01431fd-dd55-4325-a803-bfc666a5ecd8,2025-11-04T14:16:30.371893+00:00,Involuntary Removal,None,Active,2812 1/2 Terrace Heights Dr,2021-12-06T16:08:28.67808+00:00,,98901
LINCOLN,US,YAHOUA TRUCKING LLC,yahouatrucking@gmail.com,+1 402-438-2698,9c369033-a2b7-4f79-a762-561ae83b770d,YAHOUA TRUCKING LLC,+1 402-525-2327,Nebraska (NE),c167ebf9-ebce-4370-ad21-12a4d7e707dd,2025-11-04T14:18:29.014658+00:00,Involuntary Removal,None,Active,"826 N 29TH STREET ,",2022-08-23T14:00:16.712795+00:00,,68503
Moreno Valley,US,Yah-Men Community Development Foundation,monicawilliams758@gmail.com,,976e89a4-799c-4adc-a9a3-926cb5fcb847,Yah-Men Community Development Foundation,+1 909-636-4761,California (CA),9b2393a8-12a7-4939-bab7-034db327d29f,2025-11-04T14:12:41.781351+00:00,Involuntary Removal,None,Active,10005 ARROW LEAF,2023-03-28T18:43:12.080061+00:00,,92557
Arlington,US,,iws.app@verticalag.com,,e8a6f49e-d7e5-4124-9bf0-f7afe390baf6,Y3 Training,+1 817-798-7400,Texas (TX),dc7b6634-47c3-4f96-94d7-ca4c0c2b5a3a,2026-01-14T15:00:41.498175+00:00,Involuntary Removal,None,Active,505 Washington Drive,2021-08-16T19:44:41.424724+00:00,,76011
Cheyenne,US,Wyoming Department of Agriculture,dale.heggem@wyo.gov,,f2e6d192-6aca-4686-a5f8-165b87d5d6ec,Wyoming Department of Agriculture,+1 307-777-6590,Wyoming (WY),feddacce-0e26-485d-a86c-45659477dc91,2025-10-22T21:48:05.318271+00:00,Voluntary Removal,None,Active,2219 Carey Ave.,2023-04-25T13:31:38.741435+00:00,,82002
Guernsey,US,,dwondercheck@wyomingchild.org,,d3cbee22-4432-4e18-8c55-e3fab975daf1,"Wyoming Child & Family Development, Inc",+1 307-836-2751,Wyoming (WY),ac107e32-2771-46d5-afd0-77a7beac1e7e,2026-01-14T14:44:40.946498+00:00,Involuntary Removal,None,Active,126 N Wyoming Ave,2024-01-23T17:22:10.897371+00:00,https://www.wyomingchild.org,82214
Wynot,US,,neal.hochstein@wynotpublicschools.org,,524ed392-4eaa-4111-968d-331c65f2ea37,Wynot Public Schools,+1 402-357-2121,Nebraska (NE),fb4c1a00-37bd-4525-b9a2-f46ecd9c1ca8,2026-01-14T15:11:12.723648+00:00,Involuntary Removal,None,Active,709 St James Ave,2023-08-02T13:21:29.138097+00:00,,68792
wynne,US,wynne public schools,bmorris@wynneshools.org,,d21b6fde-36a2-49cf-8d6a-64a24c632857,wynne public schools,+1 870-238-3300 ext. 0300,Arkansas (AR),a005ccca-05d9-4f0e-8109-c3a075923304,2026-01-14T14:40:36.24546+00:00,Involuntary Removal,None,Active,po box69,2022-06-28T19:32:30.321435+00:00,,72396
Abilene,US,Abilene Wylie ISD,cbessent@wyliebulldogs.org,,2740f0f4-ac41-45a5-bf12-244247640c3d,Wylie ISD,+1 325-665-7375,Texas (TX),d5c17b65-ba51-4392-90b9-32f1a4098b05,2026-01-14T14:57:59.488816+00:00,Involuntary Removal,None,Active,6251 Buffalo Gap RD.,2022-02-01T12:46:20.041093+00:00,,79606
Myrtle Creek,US,SOUTH UMPQUA DISPOSAL,robin@sudisposal.com,,48265352-8c75-4b6c-aa08-777114eb0ea7,"WX6, INC.",+1 541-863-3363,Oregon (OR),20bf20d6-2043-4c70-aa6a-45a479d84a31,2026-01-14T13:59:52.376435+00:00,Involuntary Removal,None,Active,191 Gael Ln,2024-02-07T18:14:05.271799+00:00,https://sudisposal.com,97457
Pedricktown,US,,sales@busesforsale.com,+1 856-514-2157,50efe526-4e15-4aa1-990f-64d6bea2ac96,wwwBusesForSalecom LLC,+1 877-287-7253,New Jersey (NJ),200222bf-8ed4-4c08-ae3f-f9daed6ca18f,2025-11-04T13:53:20.994261+00:00,Involuntary Removal,None,Active,125 N Railroad Avenue,2022-05-04T15:48:28.514741+00:00,https://www.BusesForSale.com/,08067
Middleburg,US,WW CARTER CONTRACTING,WWCARTERCONTRACTINGINC@GMAIL.COM,,f7e42699-c4e8-47ad-875d-62a4267d6e51,WW CARTER CONTRACTING,+1 904-545-4740,Florida (FL),afb99d9e-2d17-4d1c-97de-d593f220ae8e,2026-01-14T14:45:57.346736+00:00,Involuntary Removal,None,Active,3212 Thunder Road,2024-04-25T15:46:53.519795+00:00,,32068
Plymouth,US,,DUWVWTransport@gmail.com,,e7f38772-9d8f-4811-b958-ace7d1c891fe,WVW Transport,+1 570-831-5169,Pennsylvania (PA),2540b7f4-18fe-48de-ba74-cff7ac0c874d,2026-01-14T14:01:44.460507+00:00,Involuntary Removal,None,Active,2 Hanover Street,2022-08-18T13:14:38.260352+00:00,,18651-2911
Summersville,US,WV Metal Wholesalers Inc.,martin@wvmetal.com,,25180a48-404a-469d-aa1d-62f440e4e706,WV Metal Wholesalers Inc.,+1 304-872-4451,West Virginia (WV),e1cb4adc-883d-4a20-978d-97bcaf979431,2026-01-14T15:02:29.158353+00:00,Involuntary Removal,None,Active,845 Peerless Rd,2023-01-18T17:02:11.20468+00:00,,26651
Carlin,US,WTH Commercial Services LLC,yolanda.perez@mountaincrewchange.com,,43c4cb35-0ae9-42f5-b128-16c54f71f483,WTH Commercial Services LLC,+1 775-234-2503,Nevada (NV),e6f0c754-05a1-45c7-aeca-2f05608cfafa,2026-01-14T15:04:08.006014+00:00,Involuntary Removal,None,Active,102 Rolling Thunder,2022-02-12T17:18:38.548224+00:00,,89822
Torrance,US,,mkmartionii@gmail.com,,96966ebe-43f7-4a71-a5b5-fcf1d2e486cf,Wsl inc,+1 708-556-7291,California (CA),1727e6b3-6100-43d5-9525-82352dddd98f,2026-01-14T13:57:12.487845+00:00,Involuntary Removal,None,Active,5520 W 190th St,2024-03-19T19:41:04.92216+00:00,,90503
Norcatur,US,,gjwentz@ruraltel.net,,ad9e97bf-6ef4-4218-8046-62e862e204fe,WSH LLC,+1 785-475-8578,Kansas (KS),d1cd50a8-fd5d-4710-90f6-63bd47b82a60,2025-11-04T14:22:20.557428+00:00,Involuntary Removal,None,Active,115 N Decatur Ave,2023-04-28T17:26:52.745816+00:00,,67653-9716
South easton,US,,josephhill508@gmail.com,,46680d50-d179-4f7b-a358-82b7e95ebb7a,Ws Simpson,+1 508-339-7348,Massachusetts (MA),2efc2341-aaee-4c6b-95ac-1c3d516a5d79,2025-11-04T13:55:31.054192+00:00,Involuntary Removal,None,Active,107 Eastman Street,2022-10-19T20:31:47.342277+00:00,,02871
Cobden,US,,gravy5@frontier.com,,0bf02dd4-8b1e-48fe-95a0-f11f09d7fc30,Wrightway Transportation,+1 618-893-2941,Illinois (IL),a63903b1-d3db-4d6a-921b-350b24ccc2e1,2026-01-20T15:54:11.053099+00:00,Involuntary Removal,None,Active,306 south front street,2021-12-02T15:52:56.112038+00:00,,62920
Orange,US,"Wright's Iron, Inc.",wrightsiron17@gmail.com,,384b4eaf-38df-4b81-9543-80650df00bdf,"Wright's Iron, Inc.",+1 540-661-1089,Virginia (VA),3b3ce847-e125-429d-b9ab-018ecc7c11fa,2025-11-04T13:56:55.992426+00:00,Involuntary Removal,None,Active,13160 James Madison Hwy,2022-05-31T15:25:03.431217+00:00,http://www.wrightsiron.com,22960
West Des Moines,US,,riskadmin@wrightservicecorp.com,,ba99e67c-8d9c-49d3-a255-3d91221ac2c0,"Wright Tree Service, Inc.",+1 515-277-6291,Iowa (IA),97f05d0f-eaea-4421-9b50-6a9b9db97038,2026-01-14T14:38:26.351471+00:00,Involuntary Removal,None,Active,5930 Grand Ave,2024-04-25T16:35:20.478376+00:00,http://www.wrighttree.com,50266-5302
West Des Moines,US,,pcherry@wrighttree.com,,8e49dff7-e14c-4afc-a710-cf71bb321c00,"Wright Tree Service of the West, Inc.",+1 515-271-1123,Iowa (IA),b63b1b7d-7ae7-4adc-8950-5e2087fc54cc,2026-01-14T14:47:51.114079+00:00,Involuntary Removal,None,Active,5930 Grand Ave,2024-05-17T12:32:36.880833+00:00,,50266-5302
Nashua,US,UPACO ADHESIVES,dgill@worthenind.com,,2e618d84-2f90-4fb3-aeed-54c149d0a2ec,Worthen Industries,+1 603-303-6507,New Hampshire (NH),a3d0dd57-6d55-4062-ae07-a48ab1e2a84e,2025-11-04T14:13:36.013537+00:00,Involuntary Removal,None,Active,3 east spit brook road,2023-08-08T20:27:49.553678+00:00,,03060
SANTA CLARITA,US,,dana@wwlimos.com,,e6ca5898-9c40-4234-a299-6844928fa45b,Worldwide Limousine SVCS INC,+1 213-349-8400,California (CA),586dbbf2-1153-4a00-8e83-de43bc368c17,2026-01-14T14:19:00.185862+00:00,Involuntary Removal,None,Active,"25125 Orange Ln, Orange Ln",2023-08-17T20:11:28.162546+00:00,,91387
JERSEY CITY,US,Worldwide Educating Services Inc.,worldwideeducating@aol.com,+1 201-459-9939,475f3fc5-6008-4825-acac-18b5a27267ea,Worldwide Educating Services Inc.,+1 201-459-9999,New Jersey (NJ),66768489-01ed-47bc-a926-da197d911379,2026-01-14T14:23:38.915708+00:00,Involuntary Removal,None,Active,2844 J F Kennedy Blvd.,2022-08-18T12:04:50.962761+00:00,,07306
Tyler,US,Stepping Stone School,ccb@suddenlink.net,,c297a37c-cfdd-425e-a712-89fad33b8aed,World of Learning,+1 903-566-1851,Texas (TX),3ab57111-89d9-4b45-b3a5-6526db3b2e4b,2025-11-04T13:56:53.67084+00:00,Involuntary Removal,None,Active,5113 Timber Creek Dr,2023-06-28T14:57:38.281602+00:00,,75703-4011
worcester,US,WPS Training,everettk@worcesterschools.net,+1 508-799-8215,fffeba7c-8866-4532-bda0-8eeba8cdac20,Worcester Public schools,+1 978-413-0186,Massachusetts (MA),828676d0-1a92-4797-9b6e-f4ae3996675f,2025-11-04T14:08:00.521922+00:00,Involuntary Removal,None,Active,115 NE CutOff,2021-11-12T13:38:51.895387+00:00,,01606
Wooster,US,Wooster City Schools,wstr_lsizemore@woostercityschools.org,,4f2a1672-2ef3-4943-8bcb-3ac9f50fc62f,Wooster City Schools,+1 330-264-4060,Ohio (OH),dceba280-9a37-4c3d-8855-1c5c580dcd1c,2026-01-14T15:00:47.472023+00:00,Involuntary Removal,None,Active,1494 Old Mansfield Rd,2022-03-03T17:57:40.158872+00:00,,44691
Hoxie,US,"Woofter Pump and Well, Inc",woofpw@ruraltel.net,+1 785-675-3990,63c12483-ab11-43d4-a0f8-d2c6d93ee9b0,"Woofter Pump and Well, Inc",+1 785-675-3991,Kansas (KS),22694ed5-eef2-457b-b97c-0fc32a5948c0,2026-01-14T14:00:50.571999+00:00,Involuntary Removal,None,Active,1024 Oak Ave,2021-12-10T14:37:25.496176+00:00,,67740
Gadsden,US,Woods Transportation,transportationw@bellsouth.net,+1 256-547-2236,a8240e81-0796-4803-8cbb-f8f94db80b22,Woods Transportation,+1 256-547-2234,Alabama (AL),1d5b5b6e-38aa-4876-8dad-fdd2547b4758,2026-01-14T13:59:08.088182+00:00,Involuntary Removal,None,Active,1010 Stroud Avenue,2022-10-14T20:24:27.250011+00:00,,35903
