ProviderId,ProviderUpdatedOn,Id,Name,PhoneNumber,Email,UpdatedOn,Status,RequestType,PhysicalState,StreetAddress,City,RemoveReason,ZipCode,Country,DBA,Website,FaxNumber
ef442b81-83be-43bd-b889-69e92b5bdeeb,2025-11-17T20:05:26.941042+00:00,2e8e3d84-4d29-4bb9-8a12-b1dbc42e0093,USD323 Rock Creek,+1 785-494-8597,holadayp@usd323.org,2022-09-07T18:38:16.140723+00:00,Active,None,Kansas (KS),9353 Flush Rd,Saint George,No longer providing training,66535,US,school,,
10a0f481-7ae2-44d3-8b2f-d27f33af9cf5,2026-01-07T15:16:27.42218+00:00,18aa32b6-976b-4a16-9821-4dc05fdfe5cb,USD 333 Concordia Public Schools,+1 785-243-3518,luciana.thrash@usd333.com,2022-01-14T16:53:17.085502+00:00,Active,None,Kansas (KS),217 W. 7th,Concordia,No longer providing training,66901,US,USD 333 Concordia Public Schools,,
07e8ce73-1df8-464e-8ba4-8e9ab8c825de,2025-11-17T19:50:31.061925+00:00,6f28f217-5cb8-46ee-b5c4-9a7fd0430b81,USD #212,+1 785-664-2446,mgebhard@nvhuskies.org,2024-07-01T21:26:08.599857+00:00,Active,None,Kansas (KS),512 BRYANT ST,Almena,No longer providing training,67622,US,,,
0976ba55-7f1a-4916-9b4b-5bfc60813e74,2025-12-15T16:16:44.932054+00:00,e2212eda-293b-47de-aa96-8314bda6f741,United Moving & Storage Inc. ,+1 360-842-0102,swashburn@united-moving.com,2022-01-20T20:31:08.273266+00:00,Active,None,Washington (WA),1770 NE Fuson Road ,Bremerton,No longer providing training,98311,US,,https://www.movewithunited.com/,+1 360-373-2751
d0d0b130-2bd7-4c18-9db8-6d7965fa83d7,2025-11-06T19:38:20.895151+00:00,fa0c361c-4535-4e77-8066-aba2928e54fa,"Tyler Rental, Inc.",+1 907-225-6069,rosaliec@tylerrental.com,2022-07-25T20:33:58.180789+00:00,Active,None,Alaska (AK),5216 Borch Street,Ketchikan,No longer providing training,99901,US,,http://www.tylerrental.com,
5ff5b992-486d-410d-a6e4-10edbe1f314b,2025-12-08T19:40:30.93309+00:00,b4710776-f376-498d-8783-550bdd404e62,Tukwila School District,+1 206-901-8050,kellys@tukwila.wednet.edu,2025-12-08T19:40:30.933093+00:00,Active,None,Washington (WA),"3825 S 128TH ST, TUKWILA, WA 98168",Tukwila,No longer providing training,98168,US,Tukwila School District,https://www.tukwilaschools.org,+1 206-244-7748
86016a90-c97f-491e-92f1-a4967b45e489,2025-11-17T19:58:18.278328+00:00,3b362fab-52d3-4929-96dd-9be2a533d5d5,Tucker County Board of Education,+1 304-940-6860,hlpoling@k12.wv.us,2023-05-24T16:08:08.98149+00:00,Active,None,West Virginia (WV),100 Education Ln,Parsons,No longer providing training,26287-1307,US,,,
33c97377-aa20-4efc-91da-e541d629128a,2025-11-06T17:53:06.645915+00:00,dfa82a20-4fce-469c-84ab-b0cc1e03087d,Truss Components of Washington Inc.,+1 360-753-0057,william@tcowinc.com,2025-10-17T15:03:38.393652+00:00,Active,None,Washington (WA),5232 Joppa St SW,Tumwater,No longer providing training,98512-6782,US,,,
44f547bb-1f6f-4728-b7bb-2c351defbb00,2025-11-06T18:00:21.331215+00:00,00879420-a6e3-4192-9baf-8333ede7060a,"Transco Lines, Inc",+1 913-233-5700,laura.wolfe@transcolines.com,2022-04-08T18:31:51.935355+00:00,Active,None,Arkansas (AR),401 N ARKANSAS AVE,RUSSELLVILLE,No longer providing training,72801,US,,http://transcolines.com/,
b1a8644b-c188-4d81-9fc9-2a0202b66673,2024-08-02T19:44:38.22178+00:00,ceea44b0-8827-4557-8a28-92c998123471,Train 4 Less,+1 832-766-6378,Parisruss71@gmail.com,2024-08-02T19:44:38.221783+00:00,Active,None,Colorado (CO),1316 S Bowen St,Longmont,Set In-Review,80501-6641,US,,,
f0750e75-02be-4264-83a2-8e597f513261,2025-11-06T19:59:51.881659+00:00,762f74ac-df68-40e5-aa8c-c62127fdec55,Township of Clinton,+1 908-735-8800,jmeixsell@clintontwpnj.org,2024-05-08T14:16:37.898189+00:00,Active,None,New Jersey (NJ),"1225 RT31s, Building D suite 411",Lebanon,No longer providing training,08833,US,Township of Clinton,,
8c0319d6-98df-4f75-945b-56329536532f,2025-11-17T19:37:23.297109+00:00,c4131bc5-8e5f-47fb-a680-da9ae9d97b71,Town of Yarmouth Public Works,+1 207-846-2401,dmadsen@yarmouth.me.us,2025-11-17T19:37:23.29711+00:00,Active,None,Maine (ME),56 North Rd,Yarmouth,No longer providing training,04096,US,,,
574aac55-bd47-457a-bdbd-9bd61e8b1968,2025-11-06T18:12:58.230649+00:00,8cecceca-aa09-4c2c-940b-325aeb60c0b4,Town of Holly Springs NC,+1 919-244-0189,daniel.eckert@hollyspringsnc.gov,2023-10-27T18:00:49.95675+00:00,Active,None,North Carolina (NC),101 Thomas Mill Rd,Holly Springs,No longer providing training,27540,US,,,
c22b152d-607b-46f7-b95e-6b544706aa8f,2025-11-06T19:25:13.699058+00:00,4d846c6e-71ba-4bce-9125-53164a0e7072,Torgeson Electric,+1 785-233-2213,allena@torgesonelectric.com,2024-12-12T19:47:33.197818+00:00,Active,None,Kansas (KS),1400 NW Saline St,Topeka,No longer providing training,66618,US,Torgeson Electric,,
9046718a-6099-4df7-9d8a-54f824f4b96f,2025-08-12T20:03:07.448535+00:00,f0b82c3c-012c-445f-b3d6-7eadf672a093,Top Rated Towing LLC,+1 316-516-8777,topratedtowingllc@gmail.com,2023-09-19T12:45:36.371321+00:00,Active,None,Kansas (KS),1659 S 111th St W,Wichita,Involuntary Removal,67209-1207,US,,,
bd597973-3e52-4a71-a5ed-e803b566047f,2025-12-18T19:14:13.44116+00:00,160caa58-06aa-431b-887e-79627b6ef664,Tonatec Exploration LLC,+1 801-446-2400,reece@tonatec.com,2025-12-18T19:14:13.441162+00:00,Active,None,Utah (UT),1538 Kodiak Creek CT,South Jordan,No longer providing training,84095,US,Tonatec Exploration,,
9a768249-d4c2-446e-9b19-2a7993856d5a,2025-11-06T18:48:25.44077+00:00,cc6acb44-1155-431e-97d2-b84230df00d0,Tehama County Public Works,+1 530-385-1462,pwadmin@tcpw.ca.gov,2022-03-25T12:39:51.448832+00:00,Active,None,California (CA),9380 San Benito Ave,Gerber,No longer providing training,96035-9701,US,,,
35914d4d-502f-4d4b-9412-9514e063ac82,2025-11-06T17:54:13.100468+00:00,fd0be6e1-d546-45dd-868d-f70ba40cedfc,Teamsters local 456 Education and Training Fund,+1 914-383-5573,Denise@Teamsterslocal456funds.com,2025-10-27T14:37:12.926662+00:00,Active,None,New York (NY),160 S Central Ave,Elmsford,No longer providing training,10523,US,,,
93856c42-81d4-46be-b75b-cb936378f7c3,2025-11-06T18:45:54.902738+00:00,560f7b4b-c818-4111-8aa2-62e6d71e90ab,"Taylorsville Tree Care, LLC",+1 828-640-0535,taylorsvilletreecare@gmail.com,2022-09-13T11:58:53.458954+00:00,Active,None,North Carolina (NC),31 Fox Farm Rd,Hiddenite,No longer providing training,28636,US,,https://taylorsvilletreecare.com,
2cd382fc-4dc2-4188-9955-f64301052ee3,2025-11-06T17:49:42.781194+00:00,c7222a73-5495-4ba5-9d51-2188d74aa177,Tatum Municipal Schools,+1 575-398-4455,bus@tatumschools.org,2024-08-08T13:22:46.216338+00:00,Active,None,New Mexico (NM),306 W Third Street,Tatum,No longer providing training,88267,US,,,
b37b1e98-2c1d-460c-9c7c-1bc7c19dc67a,2025-11-06T19:12:55.094304+00:00,0ef46690-bcf5-4115-b1ea-1b648e625d48,Superior Inc,+1 701-428-3853,ryan.jewett@superiorbins.com,2022-03-22T14:01:14.362017+00:00,Active,None,North Dakota (ND),5069 168th Ave SE,Kindred,No longer providing training,58051,US,Superior Grain Equipment,,
20f7f17e-0ca9-4d78-a4cc-232a57804dd4,2025-07-31T02:24:41.182116+00:00,fc63c711-652f-4b2b-b17d-8c305e46c4ef,SUPER SERGE SKILLS LLC,+1 215-833-6835,kadtsin@yahoo.com,2021-07-30T14:49:25.484122+00:00,Active,None,Pennsylvania (PA),3433 PROGRESS DRIVE,BENSALEM,Set In-Review,19020,US,SSS,https://supersergeskills.com/,+1 267-224-4488
04fb8ca0-de5c-4f0c-b7e6-805c2e70b7c2,2025-11-06T17:30:56.500156+00:00,85938b60-b8bb-4e53-a8b3-6ad4d02bf511,Strider Construction,+1 360-303-1630,Nickv@striderconstruction.com,2021-12-01T15:12:57.249395+00:00,Active,None,Washington (WA),4721 Northwest Dr,Bellingham,No longer providing training,98226,US,,,
18b98a5e-d7a7-4c41-a962-7d58fe159a7e,2025-08-12T19:58:58.50239+00:00,33a08b6e-bc02-4615-88e1-99794d2e819f,Springs Truck Driving school ,+1 719-338-1550,steve@springstruckdrivingschool.com,2025-01-02T20:11:18.220363+00:00,Active,None,Colorado (CO),6550 mark Dabling Blvd ,Colorado Springs ,Involuntary Removal,80919,US,Colorado Training Solutions,http://springstruckdrivingschool.com,
11646582-cfa3-4432-a7a3-31391f87e727,2025-11-06T17:36:06.745652+00:00,d5e292af-a860-4b24-ba9b-86d9ddfa7b5c,Spokane Metals LLC,+1 509-244-9476,eli@spokanemetals.com,2022-09-08T17:26:44.69355+00:00,Active,None,Washington (WA),18515 Garland Ave,Spokane Valley,No longer providing training,99027,US,,,
f521b66d-3a97-4442-850a-9a66d61c76d7,2025-11-06T20:03:53.612812+00:00,d4c1ae33-0d7d-449c-90a3-444ffb9d5d48,SouthWest Rentals,+1 260-610-5370,southwestequipmentrental@gmail.com,2023-01-20T18:37:51.875809+00:00,Active,None,Indiana (IN),9029 US-24,Roanoke,No longer providing training,46783-9401,US,,,
d1840ff9-928a-4046-9cf7-59d415c5142c,2025-11-06T19:39:03.324248+00:00,3820fb11-bf9f-48b0-9b1d-d3723865b30a,South Jersey Transportation Services LLC,+1 856-249-8770,southjerseytransportation@gmail.com,2024-05-20T17:11:28.630775+00:00,Active,None,New Jersey (NJ),325 East Clements Bridge Road,Runnemeade,No longer providing training,08078,US,,,
b4489556-643b-4cd9-a531-ca551d464d11,2025-11-06T19:13:23.47659+00:00,c19122df-479d-4401-a0dc-69d54f9bdd0b,Smith Brothers Distributing Co,+1 502-203-2811,niece@smithbdc.com,2025-11-06T14:24:43.681756+00:00,Active,None,Kentucky (KY),1207 N 3rd St,Bardstown,No longer providing training,40004-2617,US,Smith Brothers Distributing Co,,+1 502-348-4890
4dbced5f-0b76-4498-9569-6fdcad0563de,2025-11-21T20:00:00.075426+00:00,5f6d95f7-2348-456a-b3df-96dc2637998d,Sitka Tribe of Alaska,+1 907-747-7394,alysha.guthrie@sitkatribe-nsn.gov,2025-09-26T13:11:34.033266+00:00,Active,None,Alaska (AK),204 Siganaka Way,Sitka,No longer providing training,99835,US,Sitka Tribe of Alaska,http://www.sitkatribe.org,
e474d0cc-801e-427f-b494-188666121ed3,2026-01-05T13:14:34.429257+00:00,856ae0b3-32f7-4636-b02d-3f59812e189b,Shelby Road Baptist Church,+1 231-861-6144,srbc@shelbyroad.org,2024-01-30T14:40:04.612161+00:00,Active,None,Michigan (MI),4066 W Shelby Rd,Shelby,No longer providing training,49455-8682,US,,,
a72afc7e-e5a9-4443-85a9-dcdd4f578ab4,2026-01-07T18:53:28.298302+00:00,83559540-2152-4fbb-a251-d3ebe08c7e59,Seneca THSD 160,+1 815-357-7048,sgould@senecahs.org,2022-02-04T12:15:22.332744+00:00,Active,None,Illinois (IL),307 E. Scott St.,Seneca,No longer providing training,61360,US,,,
6ee1d780-1601-4d88-8ce8-d5bcb0e3b571,2025-12-22T13:10:58.357864+00:00,e9cd0d5d-a230-4558-8543-51d78bc973ec,"Schutte Excavating, Inc",+1 812-614-2460,beka@schutteexcavating.com,2024-01-11T20:01:21.907666+00:00,Active,None,Indiana (IN),921 W Keegans Wy,Greensburg,No longer providing training,47240-3401,US,,,
a55c4c13-e5da-45fa-9096-184b6a87f78f,2025-11-06T18:55:08.512395+00:00,105a44a3-f7fc-49b2-bcd5-b1c42453493e,Schulz Bus Service LLC,+1 715-499-5456,scottandangieschulz@yahoo.com,2022-09-13T13:17:12.169234+00:00,Active,None,Wisconsin (WI),4224 Jenny Ln,Rhinelander,No longer providing training,54501,US,,,
51e000aa-df61-46e3-9f0c-f8c1e09cfefe,2025-11-06T18:08:32.029749+00:00,3e3d1dee-aa0c-4e28-ab19-0c593efa2381,Rudin Brothers LLC,+1 815-735-4203,rudinbrothersllc@gmail.com,2023-02-27T17:35:37.806891+00:00,Active,None,Illinois (IL),3550 N 450 E Rd,Foosland,No longer providing training,61845,US,,,
5e7f35e9-09d4-4bf2-bcc8-88a83d9c9a60,2025-11-06T18:18:58.065398+00:00,18696235-47c4-498e-8a70-18dd024f090c,Ruck & Company,+1 614-397-0322,ianruck2004@hotmail.com,2023-07-19T12:57:58.848405+00:00,Active,None,Ohio (OH),259 Chateaugay Dr SW,Pataskala,No longer providing training,43062-8412,US,,,
c1ac183b-bccf-4af2-9167-5d5082c98cbf,2025-12-29T20:09:06.774444+00:00,d426fd40-19ba-4b28-b9e5-5eee3bccb1ed,RPR Driving School ,+1 802-661-5599,krissy@rprdrivingschool.com,2021-09-16T22:32:04.036213+00:00,Active,None,Vermont (VT),167 Boynton Street ,Barre ,No longer providing training,05641,US,,https://rprdrivingschool.com,
b8986c83-2796-4c6c-ba1d-7cb66546855c,2025-11-06T19:16:17.165696+00:00,8a6ecb5b-729a-4972-b693-b4a2a5f6d5de,Rowley's South Ridge Farms,+1 801-754-5511,marc.a.rowley@gmail.com,2023-02-06T13:01:33.679217+00:00,Active,None,Utah (UT),"5625 South Highway 6, Eureka, UT 84628",Eureka,No longer providing training,84628,US,Rowley's South Ridge Farms,,
4e95674c-a7d9-4ac2-81c2-b776911060f4,2025-11-06T18:06:23.3191+00:00,2322d543-fd02-4a5b-84f9-4611b3f9747f,Roseburg Urban Sanitary Authority,+1 541-672-1551,kbartlett@rusa-or.org,2024-12-23T20:48:23.555683+00:00,Active,None,Oregon (OR),1297 NE Grandview Dr,Roseburg,No longer providing training,97470-6400,US,,https://www.rusa-or.org/,
3b8512e8-0245-4018-8be3-6eb591cfb1f6,2025-12-29T13:32:23.300164+00:00,9ea64a83-479f-4a29-b3b6-7c7c1e266685,Roadway Construction Solutions LLC,+1 910-352-5837,hb@roadwayconstructionsolutions.com,2022-09-28T18:59:10.663987+00:00,Active,None,North Carolina (NC),4506 dean drive,wilmington,Set In-Review,28405,US,Roadway Construction Solutions LLC,https://roadwayconstructionsolutions.com/,
f835179a-f0b1-4f20-897a-c4fabef1ee8c,2026-01-05T14:31:41.89237+00:00,a089f467-e2c2-41b2-b06c-9dcb2caa0ed9,Rhode Island Division of Sheriffs,+1 401-275-2900,brian.scott@risheriffs.gov,2021-12-29T18:34:28.146163+00:00,Active,None,Rhode Island (RI),670 New London Ave.,Cranston,No longer providing training,02920,US,,http://www.sheriffs.ri.gov,+1 401-275-2914
f4ffe3e4-f8fa-4695-9ef4-588a54bc88c9,2025-09-17T13:12:05.222399+00:00,5178bc78-5738-496f-813a-f005b8ab812b,Premier Trucking School llc,+1 530-360-1129,joe@premiertruckschool.com,2023-08-11T17:32:13.020216+00:00,Active,None,California (CA),482 Antelope Blvd,Red Bluff,Involuntary Removal,96080,US,,,
9e9afa95-15ea-431c-91fb-4304acdeebe4,2025-11-06T18:50:48.417127+00:00,a3f23285-ce0a-48cc-bbf6-a3934ab5c0ba,Pope County Community Unit # 1 School Dist.,+1 618-683-2301,groper@popek12.org,2025-09-25T12:39:30.937177+00:00,Active,None,Illinois (IL),125 Highway 146 W.,Golconda,No longer providing training,62938,US,,,+1 618-683-5181
c1595627-2454-4742-8563-432c01fc216f,2025-12-15T17:54:59.724457+00:00,5b273f84-aa9a-4113-a197-5375703f2c6d,Pineville Independent Schools,+1 606-337-5701,bill.keyes@pineville.kyschools.us,2023-10-19T19:41:01.970961+00:00,Active,None,Kentucky (KY),401 Virginia Avenue,Pineville,No longer providing training,40977,US,,https://pineville.kyschools.us,+1 606-337-9983
b1e0e08e-8ed6-4b7c-b222-e693f9f28b27,2025-11-19T19:57:49.413325+00:00,f1e22eb3-f6c1-4ae3-9db6-e822f181544c,Pinelands Adventures,+1 609-268-0189,info@pinelandsadventures.org,2025-11-19T19:57:49.413328+00:00,Active,None,New Jersey (NJ),1005 Atsion Rd,Shamong,No longer providing training,08088,US,,,
b28e2901-f3c9-4f7e-8a83-1599cf828232,2025-11-06T19:12:40.871565+00:00,cb66793e-275c-45d2-95fd-30d6a497fa61,Peterman Transportation LLC,+1 317-619-2735,abarry@petermanhvac.com,2023-05-17T14:05:16.989992+00:00,Active,None,Indiana (IN),677 Commerce Pkwy W Dr,Greenwood,No longer providing training,46143-7532,US,,,
728261e1-dffe-4a27-bd39-8d046fc5263f,2025-11-06T18:33:08.602805+00:00,1d4d4888-f515-4e85-b186-ea6a9e67d51f,PERRY PALLET,+1 360-366-5239,solutions@perrypallet.com,2023-04-17T17:29:18.412022+00:00,Active,None,Washington (WA),6940 Delta Line Rd,Ferndale,No longer providing training,98248-9706,US,PERRY PALLET CO,,
d4b6d0a1-1d65-4564-b954-3a180b591968,2025-11-06T19:40:35.739788+00:00,9f5a3de5-3289-4ec4-90d6-8b3540eb0344,"Pegram Construction, Inc.",+1 509-488-2246,doyle@pegramconstruction.com,2023-06-15T20:01:58.315551+00:00,Active,None,Washington (WA),13 W Moon St,Othello,No longer providing training,99344,US,,,+1 509-488-5419
2f79d558-dbd2-4fb5-885d-662c0c851723,2026-01-11T03:56:14.92945+00:00,46f8ef9e-dc10-4ca2-ba9c-a774d2a05a8f,Paris City Schools,+1 859-987-2160,tabitha.pelfrey@paris.kyschools.us,2024-01-17T16:42:43.303423+00:00,Active,None,Kentucky (KY),310 W 7th St,Paris,No longer providing training,40361-1439,US,,,
00682ccd-14b8-4259-a3d8-e93816d1b258,2025-11-06T17:24:35.062743+00:00,5d636eda-50f1-445a-9f2a-6db13bb74633,Palmetto Breeze Public Transportation,+1 843-757-5782,tmitchell@palmettobreezetransit.com,2023-02-10T21:17:05.629012+00:00,Active,None,South Carolina (SC),25 Benton Field Dr,Bluffton,No longer providing training,29910-8218,US,,https://www.palmettobreezetransit.com,
46cafc22-8e52-4848-b9b5-63abf6d17116,2025-12-15T14:00:09.530974+00:00,2b062c96-a581-4c41-8061-97f1194c4f62,Paintsville Independent Schools,+1 606-789-2654,john.miller@paintsville.kyschools.us,2021-08-03T13:57:17.711309+00:00,Active,None,Kentucky (KY),220 Main Street,Paintsville,No longer providing training,41240,US,,,
7228994a-7819-4441-b32f-e796942155b2,2025-08-12T19:58:21.419709+00:00,93da6a69-5372-4202-87bd-2231e9771796,"Pacific Stevedoring, LLC",+1 907-581-8648,safety@pacsteve.com,2025-06-26T17:18:54.890011+00:00,Active,None,Alaska (AK),PO BOX 920724 - 1362 Ballyhoo RD,Dutch Harbor,Involuntary Removal,99692,US,"Pacific Stevedoring, LLC",,+1 907-581-2950
d56e4498-fc5f-4154-81d8-f230d31625b1,2025-11-17T20:03:30.736423+00:00,1fef6ac5-86e4-4a42-a6d7-dd35043d6a07,"Pacific Star Excavating, Inc.",+1 360-896-7251,info@pacificstarexcavating.com,2023-11-07T13:35:16.152103+00:00,Active,None,Washington (WA),6212 NE 152nd Ave,Vancouver,No longer providing training,98682,US,,,
8ee365f0-f0a2-4b9c-a070-487864512e27,2025-11-06T18:43:53.640414+00:00,a69fe318-b46e-4e28-ac34-cc653c8dac80,Pacific Sanitation,+1 503-991-7213,kyle@pacsan.net,2022-10-27T19:29:39.382261+00:00,Active,None,Oregon (OR),3475 Blossom Dr NE,Salem,No longer providing training,97305-1715,US,Pacific Sanitation,,
efefd376-0109-480e-849e-fc9a699e900e,2025-11-06T19:59:06.208419+00:00,fc9b6bcd-99d5-4ad6-94f0-03b03a63046c,"Pacific Coachways Charter Services, Inc.",+1 714-892-5000,mgiddens@pacificcoachways.com,2022-02-03T18:37:23.71498+00:00,Active,None,California (CA),11771 Markon Drive,Garden Grove,No longer providing training,92841,US,,http://www.pacificcoachways.com,
1cee922f-3726-408c-9fa1-a975daab860d,2025-08-12T20:04:13.362973+00:00,96d4e3c6-e6f2-4312-8afb-b283d968ee7e,Overland Charters,+1 316-652-9463,safety@overlandcharters.com,2022-06-06T17:11:49.964382+00:00,Active,None,Kansas (KS),3333 N Hillside,Wichita,Involuntary Removal,67219,US,Overland Charters,,
13fb6c7b-bce2-484f-8d2c-ebcc8219ee44,2025-11-06T17:37:13.800746+00:00,a85078d5-1399-4f48-b20d-4f3996eb771d,Otsego Public Schools,+1 269-694-7940,cbarnhart@otsegops.org,2023-02-07T15:52:45.254575+00:00,Active,None,Michigan (MI),400 Sherwood St.,Otsego,No longer providing training,49078,US,,,
ca14f46f-7023-4046-afaf-4a8400d7b2b8,2025-11-06T19:35:11.972992+00:00,5687bfc9-9be0-4fa0-8c03-9d55e758cfd8,Orleans Community Schools,+1 812-865-2688,jellis@orleans.k12.in.us,2023-02-24T15:44:42.165971+00:00,Active,None,Indiana (IN),173 W Marley Street,Orleans,No longer providing training,47452,US,Orleans Community Schools,https://www.orleans.k12.in.us/,
8a0b8e5b-a709-44ec-9741-c8cb2c447a43,2025-12-28T02:15:21.779648+00:00,35248424-ca2a-4e76-9ab2-fe1f202dbc73,OKANOGAN SCHOOL DISTRICT #105,+1 509-422-3300,lscroggins@oksd.wednet.edu,2023-12-27T12:56:41.275117+00:00,Active,None,Washington (WA),115 Rose St,Okanogan,No longer providing training,98840,US,,https://www.oksd.wednet.edu/,
f2ae75e6-3a02-4fee-baf7-bac321b28293,2025-12-24T14:25:47.944509+00:00,bb5e5205-cc8a-4099-909e-6ae017b7f766,Oil Recovery Corp,+1 413-737-2949,orc@oilrecoverycorp.com,2022-02-08T15:47:07.553715+00:00,Active,None,Massachusetts (MA),138 Palmer Ave,West Springfield,No longer providing training,01089-4019,US,,,+1 413-737-6074
10b17704-e6ad-43d1-8ed1-1866bffb5cfd,2025-11-06T17:35:42.27428+00:00,ad23a791-bdb6-473b-a3a5-c3f74f661d6f,Northwood R4 School District,+1 573-247-3907,mikemanes@northwood.k12.mo.us,2022-11-15T14:25:13.864965+00:00,Active,None,Missouri (MO),3734 N Hwy 19,Salem,No longer providing training,65560-8056,US,,,
d9aa92c1-2a56-47d4-9546-cf211591d7ab,2025-11-06T19:43:19.888917+00:00,fdd92a3e-00dd-48a3-a835-cd0218307c55,"Northern Outdoors, Inc.",+1 207-663-4466,zdavis@northernoutdoors.com,2022-11-02T16:42:43.489085+00:00,Active,None,Maine (ME),1771 US Route 201,The Forks Plt,No longer providing training,04985,US,,https://www.northernoutdoors.com/,
